Probes	Description	adipose	adrenal	brain	breast	colon	heart	kidney	liver	lung	lymphNode	ovary	prostate	skeltalMuscle	whiteBloodCell	testes	thyroid	testes_R	brain_R	placenta_R	foreskin_R	hLF_r2	hLF_r1
XLOC_004926	na|@chr5:91378413-92023961|	0	0	1.4416	0	0	0	0	0	0	0	0	0.72591	0	0	0	0	0	0	0	0	0	0
XLOC_004929	na|@chr5:92355368-92404375|	0	0	0.27356	0	0	0	0	0	0	0	0	0.2547	0	0	0.14729	0	0	0	0	0	0	0
XLOC_004928	na|@chr5:92242886-92275298|	0	0	0.18576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_012064	na|@chr17:33614-52231|	0.020436	1.0164	0	0.25181	0.048164	0	0.25682	0	0.091666	0.7012	0.18145	0.052104	0	0	0.01019	0	0	0	0	0	0	0
XLOC_012065	na|@chr17:56208-56601|	0.86844	2.9862	0	1.505	0.45664	0.4205	1.0753	1.6702	0	0	1.0005	0	0	0	0.3755	1.0857	0	0	0	0	0	0
XLOC_002760	na|@chr3:112861196-112902095|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52235	0	1.5335	0	0	0	0	0
XLOC_012091	na|@chr17:5372396-5373687|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75301	0	1.6633	0	0	0	0	0
XLOC_002767	na|@chr3:116271319-116287111|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_002766	na|@chr3:115156546-115157442|	0	0	0.22212	0	0	0	0	0	0	0.19132	0	0	0	0	0.65178	0	0	0	0	0	0	0
XLOC_002769	na|@chr3:116638698-116651245|	0	0	0.089399	0	0	0	0	0	0	0	0	0	0	0	1.3344	0	4.7977	0	0	0	0	0
XLOC_002759	na|@chr3:112315409-112322287|	3.7137	9.1427	0.74924	90.961	4.3133	14.837	5.6605	0.18121	7.9375	10.682	52.788	8.7421	0.39691	0	10.287	7.0962	1.297	0.76812	0.83883	14.753	13.958	21.526
XLOC_012097	na|@chr17:7308193-7311462|	1.799	1.2138	1.8574	0.89078	1.7123	0.6376	0.63487	0.2239	1.8636	1.6039	4.2457	2.4827	0.76103	0	1.022	0.57939	1.5575	2.2402	3.4553	3.9553	1.6848	4.5068
XLOC_012099	na|@chr17:8084793-8086775|	0	0.31361	0.2167	0	0.15033	0.20154	0.12886	0	0	0.24541	0.66579	0.42478	0	1.1874	0.22778	0.27573	0	0	0	0	0	0
XLOC_012093	na|@chr17:5675548-5834015|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52619	0	1.5673	0	0	0	0	0
XLOC_012095	na|@chr17:6840593-6859935|	0	0.01013	0.31402	0	0	0	0.015888	0.011791	0.83801	0	0.061856	0.13662	0	0	0.30008	0.15203	0.15427	0	0	0	0	0
XLOC_002772	na|@chr3:117376775-117381146|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48492	0	0	0	0	0	0	0
XLOC_002771	na|@chr3:117367599-117374817|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65196	0	0	0	0	0	0	0
XLOC_002770	na|@chr3:116958057-116963238|	0	0	0.20532	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8307	0	0	0	0	0
XLOC_002775	na|@chr3:118207644-118215620|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5946	0	7.1526	0	0	0	0	0
XLOC_002774	na|@chr3:117509519-117512612|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64461	0	2.0887	0	0	0	0	0
XLOC_002773	na|@chr3:117438743-117447915|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6863	0	1.9078	0	0	0	0	0
XLOC_002779	na|@chr3:119813741-119855628|	0.19997	1.8344	2.5905	0.22824	0.26767	0.37058	7.4244	0.11779	0.42595	1.6133	2.2023	1.8676	0.32831	0.34429	3.4203	3.2083	7.0101	0.77827	0.90791	0.92594	0.53961	5.5565
XLOC_002777	na|@chr3:119279388-119280416|	0	0	0	0.53252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_012083	na|@chr17:4062959-4063996|	1.0965	1.6016	2.8438	1.0236	0.069027	0.9274	1.0986	1.4267	0.89529	3.1857	1.0888	1.4277	0.61833	0.39168	0.9553	0.81535	3.5559	2.0771	0	0	0	1.67
XLOC_002780	na|@chr3:120005000-120008319|	0	0	0	0.047432	0	0	0	0	0	0	0.070751	0	0	0	0.34676	0	1.7143	0	0	0	0	0
XLOC_002788	na|@chr3:122998229-122999473|	0	0.60973	0	0	0.26485	0.20794	0	0	0	1.5855	0.31339	0.2528	0.89904	0.3683	0.18477	0	0	0	0	0	0	0
XLOC_002793	na|@chr3:125485333-125505694|	0	0	0.32066	0	1.2443	0	0	0	0	0	0	0	0	0	0.24586	0.4751	0	1.6082	0	0	0	0
XLOC_002792	na|@chr3:125366454-125369330|	0	0	0	0	0	0	0	0	0	0	0.14332	0	0	0	0.28418	1.339	0	0	0	0	0	0
XLOC_002791	na|@chr3:124780921-124782903|	0	0	0	0.3216	0	0.40502	0	0	0.38729	0	0	0	0.20285	0	0.14061	0.52705	0.40814	0	0	0	0	0.7979
XLOC_002798	na|@chr3:125984828-126020383|	0.16815	0	0.045702	0	0	0.19905	1.2931	0	0	0	0	0.025222	0	0	0	0	0	0	0	0	0	0
XLOC_002797	na|@chr3:125984828-126020383|	0.59289	0.66009	1.369	0.66497	0.025241	0.46841	4.9569	0	1.4224	0.2317	0.59682	0.69332	1.3313	0	0.13688	0.14473	0.71532	2.0401	0	0	0	0
XLOC_002796	na|@chr3:125934370-125966235|	0	0	0.30881	0	0.3527	0.23271	0	0	0.3229	0.76013	0.39111	0.45695	0	0	0	0	0	0	0	0	0	0
XLOC_002795	na|@chr3:125933338-125934349|	0	0	0	0.28547	0.57059	0.29503	0	0	0.36341	0.84446	0.30907	0.18799	0.39666	0	0	0.18902	0	0	0	0	0	0
XLOC_014120	na|@chr21:46409780-46414001|	0	0	0	0	0	0.062486	0	0	0.15818	0	0	0.16362	0.18651	0	0	0.037767	0	0	0	0	0	0
XLOC_014124	na|@chr21:46707964-46730404|	0	0.037405	0	0	0	0	0	0	0.0082775	0	0.047182	0	0	0	0.06307	0.079051	0.30663	0	0	0	0	0
XLOC_014121	na|@chr21:46419128-46424642|	0	0	0	0	0	0	0	0	0.68403	0	0	0	0	0	3.9901	0	2.4204	0	0	0	0	0
XLOC_014122	na|@chr21:46475930-46488975|	0.20674	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89521	0	0	0	0	0	0	0
XLOC_014125	na|@chr21:46756621-46761905|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_014126	na|@chr21:46798115-46799539|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_014129	na|@chr21:47395658-47397653|	0.86023	2.3418	0.11118	0.54646	4.2353	0.36186	0	0.075567	1.0776	1.8157	2.1257	2.6571	0.17198	0	0.1624	1.1007	0	0	0	0	0	0
XLOC_002870	na|@chr3:149756946-149758445|	0	0	0	0	0	0	0	0	0	0	0	0	2.6372	0	0.89387	0	0	0	0	0	0	0
XLOC_002871	na|@chr3:149956305-149957996|	0	0	0	0	0	0	0.37278	0	0	0	0	0.64211	0	0	1.4095	0	0	0	0	0	0	0
XLOC_002872	na|@chr3:150180866-150184187|	1.6731	0.85669	7.2431	1.9106	2.9448	1.8985	3.7601	1.08	5.0898	6.5383	2.0618	3.5052	2.4004	0.79855	2.4521	0.87123	0.59911	5.1348	0.86788	1.3692	1.8673	2.0157
XLOC_002874	na|@chr3:150608646-150610167|	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34459	0.47693	0	0	0	2.2881	0	0	0
XLOC_002876	na|@chr3:151791248-151831224|	0	0	0	0	0	0	0	0	0	0	0	0.61398	0	0	0	0	0	0	0	0	0	0
XLOC_002877	na|@chr3:152365934-152368236|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_002878	na|@chr3:152368257-152457738|	0	0	8.5491	0	0.33002	0	0	0	0	0.36094	0	0.48267	0	0	0.11196	0	0	1.1054	0	0	0	0
XLOC_002879	na|@chr3:152487184-152517694|	0	0	0.77306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_002859	na|@chr3:147657791-147724874|	0	0	3.0903	0.055626	0	0	0	0	0	0.070913	0	0	0	0	0.78302	0.034026	0	4.7925	0	0	0	0
XLOC_002858	na|@chr3:147539273-147541246|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41695	0	0	0	0	0	0	0
XLOC_014132	na|@chr21:47513177-47517444|	0	0	0	0	0.18512	0	0	0	0.41575	0	0	0.12479	0	0	0	0	0	0	0	0	0	0
XLOC_014134	na|@chr22:16062156-16063236|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_013000	na|@chr19:20655811-20657239|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39261	0	0	0	0	0	0	0
XLOC_014135	na|@chr22:16373080-16377057|	0	0	0	0	0	0	0	0	0	0	0	0.074869	0	0	0.031311	0	0	0	0	0	0	0
XLOC_014137	na|@chr22:17082249-17103768|	0	0.085473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_013005	na|@chr19:21155028-21167734|	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045161	1.4682	0	2.0658	0	0	0	0	0
XLOC_013004	na|@chr19:20845799-20857891|	0	0	0	0	0	0	0	0	0	0	0.67545	0	0	0	0	0	0	0	0	0	0	0
XLOC_014139	na|@chr22:17350367-17352016|	0	0	0	0	0	0	0	0	0	0.14483	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_013007	na|@chr19:21780078-21797405|	0	0	0	1.1928	0	0	0	0	0	0	0	0	0	0.56811	0.68319	0	0	0	0	0	0	0
XLOC_003595	na|@chr4:84009929-84010394|	1.3098	28.199	0	0	0	0	0	8.9566	14.96	22.624	1.883	0.63689	0	113.7	0	1.0038	0	0	11.222	0	0	0
XLOC_002860	na|@chr3:147810961-147845020|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35744	0	0	0	0	0	0	0
XLOC_003590	na|@chr4:83167774-83218667|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2067	0	0	0	0	0	0	0
XLOC_002863	na|@chr3:148545587-148677899|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97632	0	0	0	0	0	0	0
XLOC_002867	na|@chr3:149095952-149104368|	0	0.56303	0	0.41847	0	0	0	0	1.8689	0	0	0.91813	0	0	0	0	0	0	0	0	0	0
XLOC_002865	na|@chr3:148942374-148944127|	0	0	0	0	0	0	0	13.807	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_002866	na|@chr3:148994296-149009587|	0	0	0	0.30542	0	0	0	0	0	1.3487	0	0.69357	0	0	0.3136	0	0	0	0	0	0	0
XLOC_014101	na|@chr21:44742296-44751919|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_014102	na|@chr21:44776023-44782327|	0.44333	1.3901	0.2281	0.1594	0.39982	0.63202	0.15774	0.090933	0.29121	2.164	0.58969	0.53024	0.14443	0.38549	0.36906	0.37259	0	0	0.26629	1.1592	0	0.090501
XLOC_014100	na|@chr21:44527926-44565066|	0	0	0	0	0	0	0	0	0.3399	1.3974	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_002848	na|@chr3:142830643-142831201|	0	0	0	0	0	0	0	0	0	0.53441	0	0	0	0	0	0	1.6321	0	0	0	0	0
XLOC_002847	na|@chr3:142802858-142803787|	0	0	0	0	0	0	0	0	0	0.53392	0	0	0	0	0	0	1.9981	0	0	0	0	0
XLOC_002849	na|@chr3:142850115-142850733|	0	0.56272	0.30804	0	0	0.26019	0.28128	0	0	0.7092	0.46219	0.29574	0	0	0.25656	0.31544	0	0	0	0	0	0
XLOC_014107	na|@chr21:45224584-45232448|	0.11338	0.76042	0.56795	0.36341	0.51809	0.10984	0.24557	0.087525	0.17078	0.62961	0.66124	0.48418	0.56093	5.7056	2.8946	0.47213	4.4253	0.92901	0.24273	0.27931	0	0.35922
XLOC_014105	na|@chr21:44859454-44900667|	8.3446	0	0.29841	0.15464	3.2967	0	0.21126	4.4336	3.2331	0	0.60433	3.1382	0	0	0.76493	1.4041	6.2803	0	0.56408	0	0	0
XLOC_014106	na|@chr21:44859454-44900667|	0.039993	0	0	0	0.032178	0	0	0.21358	0.075285	0	0	0	0	0	0.082637	0	0	0	0.47861	0	0	0
XLOC_014103	na|@chr21:44808522-44809763|	0	0.11964	0	0.1994	0	0	0.92905	0.10095	0	0.23693	0.31928	0	0	0	0	0	0	0	0	0	0	0
XLOC_014104	na|@chr21:44810093-44810769|	0	0	0	0	0	0	0.5687	0.33784	0	0.85215	0.35066	0	0	0.43237	0	0	0	0	0	0	0	0
XLOC_003586	na|@chr4:80319089-80320316|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68834	0	0	0	0	0	0	0
XLOC_003588	na|@chr4:80584914-80617991|	0	0	0	0.1655	0	0	0	0	0.14615	0	0	0.37733	0	0	0.11689	0.11412	0	0	0	0	0	0
XLOC_002856	na|@chr3:146627471-147088443|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_002857	na|@chr3:147225697-147228122|	0	0	0.89386	0	0	0	0	0	0	0	0	0	0	0	0	0.11354	0	0.89632	0	0	0	0
XLOC_002851	na|@chr3:143753459-143755742|	0	0	0.65704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_002852	na|@chr3:145657698-145679323|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_002853	na|@chr3:145679541-145681410|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_014110	na|@chr21:45576306-45580684|	1.9018	3.6605	1.5937	1.2574	0.58268	0.49946	0.10417	0.12363	1.0402	1.2447	0.80743	0.78736	0.099933	2.5542	0.3436	0.21507	0.53161	0.49839	0.30635	0	0	0.05754
XLOC_014111	na|@chr21:45587385-45588356|	1.1417	4.5382	0.66386	2.0572	1.7555	1.4448	0.25404	0.54289	1.7549	1.8071	2.1318	2.6564	0.85903	1.2714	1.0791	1.2531	1.0086	0	0	0	0	0.35155
XLOC_014112	na|@chr21:45593931-45608380|	0	0.38985	0	0	0	0	0	0	0.32123	0	0	0	0	0.57582	0	0	0	0	0	0	0	0
XLOC_014113	na|@chr21:45610321-45614187|	0	0	0.75098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_014118	na|@chr21:45867205-45875167|	0	0	0	0	0.44224	0	0	0.14047	0	0	0	0.5446	0	0	0.99757	0	1.4164	0	0	0	0	0
XLOC_014119	na|@chr21:46398626-46399161|	2.7256	2.1121	4.123	3.9793	7.1002	1.5505	3.9215	1.4047	2.2425	6.5687	4.136	7.3268	2.3687	2.3754	12.898	2.5676	5.6883	4.6984	3.5768	1.9561	0	1.4168
XLOC_014114	na|@chr21:45619131-45622579|	0.11263	0.62183	0.083243	0.085763	0.070527	0.097013	0.094379	0	0	0.14233	0.091567	0	0	0.20537	0	0.10179	0	0	0	0	0	0
XLOC_014115	na|@chr21:45626407-45627282|	0.27812	0.3538	0.29807	0	0	0	0	0	0	0.33645	0.19409	0	0	0.90933	0	0	0	0	0	0	0	0
XLOC_003574	na|@chr4:75806108-75808265|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3336	0	4.6133	0	0	0	0	0
XLOC_003573	na|@chr4:74576018-74580244|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_003572	na|@chr4:74374519-74399845|	0	0	0	0.051596	0	0	0.2938	25.837	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_002845	na|@chr3:142645516-142661376|	0.12088	0	0	0	0	0	0	13.451	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_003578	na|@chr4:76744127-76746496|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3662	0	3.6474	0	0	0	0	0
XLOC_003577	na|@chr4:76194277-76359659|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_003576	na|@chr4:76194277-76359659|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5425	0	0	0	0	0
XLOC_002841	na|@chr3:141570620-141580150|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.499	0	0	0	0	0
XLOC_002840	na|@chr3:141468728-141493540|	0.28096	0.62889	0.56565	0.42114	0	0	0.3534	0	0.1993	0.63719	0.75649	0.69847	0	0.39856	0	0.66344	0	0	0	0	0	0
XLOC_014169	na|@chr22:23395710-23396939|	0	0	0	0	0	0	0	0	0.14197	0	0	0	0	0	1.0362	0	3.7592	0	0	0	0	0
XLOC_002825	na|@chr3:130236018-130279028|	0	0	0	0	0	0	0	0	0.64713	0	0	0.63064	0	0	0	0	0	0	2.1191	0	0	0
XLOC_014162	na|@chr22:21400248-21418455|	0	0	0.082104	0	0	0	0	0	1.102	0	1.9461	0	0.10048	0	0.44703	0	5.8133	0	0	0	0	0
XLOC_014161	na|@chr22:21311690-21318877|	0	0.69611	1.8343	0	0.50926	0	1.2459	0	0.83381	0.38444	0	1.4131	0	1.8515	0.56633	0.72099	0	2.7357	0	0	0	0.89948
XLOC_002829	na|@chr3:132546823-132551833|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8293	0	0	0	0	0	0	0
XLOC_002830	na|@chr3:134032417-134040013|	0	0	0	0.50604	0	0	0.51511	0.81067	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_014160	na|@chr22:21055401-21058891|	0.054607	0.1951	0.38105	0.10127	0.26068	0.032897	0.11407	0.064256	0.13079	0.17014	0.051231	0.10352	0	0.38937	2.508	0.23056	22.838	1.3604	0.49517	0.17041	0	0.096019
XLOC_014172	na|@chr22:23834997-23857412|	0	0	0	0	0	0	0	0	0	0	0.70327	0.027824	0	0	0.63119	0	4.6753	0.19034	0	0	0	0
XLOC_002814	na|@chr3:128957823-128966677|	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97422	0	0	0	0	0	0	0	0
XLOC_014175	na|@chr22:23909250-23915309|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_014174	na|@chr22:23893496-23894725|	0	0.44998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_014177	na|@chr22:24002051-24043044|	0.67846	4.3956	0.21519	0.28185	0.46361	0.16245	7.1438	0.047983	3.0663	14.57	3.5594	2.0631	0.016951	1.5651	2.3001	1.4846	9.1172	0	2.9627	0.46013	0	1.4667
XLOC_014170	na|@chr22:23668802-23670680|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_002821	na|@chr3:129869289-129872415|	0	0	0.57856	0	1.0008	0	0	0	0	2.1075	1.2608	0.47297	0	0	0	1.2448	0	0	0	0	0	0
XLOC_014147	na|@chr22:18848963-18851914|	0.014242	0.076502	0.051742	0.10539	0	0.22081	0.022743	0.087721	0.05189	0.085378	0.036536	0.032007	0	0.12536	1.6928	0.19601	14.729	0	0.011109	0.036866	0	0.048786
XLOC_002808	na|@chr3:128191834-128193950|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5309	0	2.4367	0	0	0	0	0
XLOC_014145	na|@chr22:18512150-18525843|	0	0	0	0.67309	0.058981	0	0	0	0	0	0	0	0.37378	0	0.25878	0.49097	0	0	0	0	0	0
XLOC_014144	na|@chr22:18257667-18262240|	0.15071	1.3869	0	0.22994	0	0	0.19401	0	0.35761	2.11	0.071737	0	0	2.6722	0.11297	0.083554	0	0	0.40142	0	0	0
XLOC_014143	na|@chr22:17741489-17742178|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57718	0	0	0	0	0	0	0
XLOC_002803	na|@chr3:127199532-127259967|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25413	0	1.8834	0	0	0	0	0
XLOC_014141	na|@chr22:17594679-17596583|	1.7722	3.1702	1.5433	2.1123	0.87996	2.1387	2.58	1.5734	0.61062	11.308	1.5744	0.89614	0.19854	65.398	1.8641	0.98508	0.82745	1.6667	1.8498	2.3239	0.70245	1.4783
XLOC_002805	na|@chr3:127574633-127577830|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1332	0	0	0	0	0
XLOC_002806	na|@chr3:128189738-128191215|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0842	0	0	0	0	0	0	0
XLOC_002811	na|@chr3:128774333-128777479|	0	0	0	0	0	0	0	0	0.31755	0	0	0	0	0	0.46753	0	3.1157	0	0	0	0	0
XLOC_002813	na|@chr3:128949392-128955149|	0	0	0	0	0	0	0	0	0.77333	0.45353	0	0	0	2.4958	0.12978	0	0	0	0	0	0	0
XLOC_014159	na|@chr22:20850198-20856009|	0.97223	1.1348	1.5196	3.7738	1.2758	0.76959	1.2564	0	0.78573	0.41158	4.884	3.5359	1.551	1.8838	2.2233	6.1466	1.5738	1.7544	3.7086	1.0368	0	1.3457
XLOC_014158	na|@chr22:20401138-20420591|	0	0	0	0.16888	0	0	0	0	0	0	0	0	0	0	0.34301	0	0	0	0	0	0	0
XLOC_014155	na|@chr22:19847801-19854904|	0	0.60065	0	0.25684	0	0	0	0	0	0.1717	0.14379	0.24909	0	0	0.3353	0.42538	0	0	0	0	0	0
XLOC_014154	na|@chr22:19654545-19655078|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_014156	na|@chr22:20186251-20192441|	0	0.074206	0.0037963	0	0	0	0	0.027083	0	0.037485	0.14406	0.0069995	0	0	0.0038473	0	0	0	0	0	0	0
XLOC_002802	na|@chr3:127199532-127259967|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84571	0	0	0	0	0
XLOC_002801	na|@chr3:126392789-126394236|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60228	0	0	0	0	0	0	0
XLOC_003528	na|@chr4:44018877-44024080|	0	0	0	0	0.097515	0	0	0	0	0	0	0.36426	0	0	14.544	0	16.509	0	0.24345	0	0	0
XLOC_003527	na|@chr4:43765514-43768276|	0	0	0.43807	0	0	0	0	0	0	0	0	0	0	0.20111	0.048584	0.061305	0	0.43949	0	0	0	0
XLOC_003526	na|@chr4:43342429-43347617|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20417	0	0	0	0	0	1.6113	1.9464
XLOC_003525	na|@chr4:43135883-43236973|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_003524	na|@chr4:42708123-42709352|	0	0.14814	0	0	0	0	0	0	0	0.10185	0	0	0	0	0	0.079157	0	0	0	0	0	0
XLOC_003523	na|@chr4:42240721-42253256|	0	0	0.4204	0	0	0	0	0	0	0.63151	0	0.43024	0	0	0.1735	0	0	0	0	0	0	0
XLOC_003522	na|@chr4:41978226-41980408|	0	0	0	0	0	0	0	0	0	0.60478	0	0.40729	0	0	0	0	0	0	0	0	0	0
XLOC_003521	na|@chr4:41752361-41759358|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_013072	na|@chr19:40018979-40019553|	0.45783	0.53999	3.1338	0	0.62243	0	0	0	0.49984	0	0.60836	0.32613	0	0	0.81982	0.40226	0	1.7243	0	0	0	0
XLOC_003519	na|@chr4:40267091-40268077|	0	0.3033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_003515	na|@chr4:39135532-39137228|	2.0338	2.9238	1.0587	2.3319	0.59524	0.4844	0.56596	0.71315	1.2213	0.81045	0	0.65987	0.45165	0	0.60549	0.67188	0	0	0	1.5471	0	4.0325
XLOC_003514	na|@chr4:38749926-38754586|	0.11012	0.93404	0.13671	0.18113	0	0.19206	0	0	0.067584	0.080613	0.33202	0.22063	0	0.04711	0.076792	0.048282	0	0.29702	0.76289	0	0	0
XLOC_003511	na|@chr4:38533852-38548334|	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85845	0.20352	0	2.2712	0	0	0	0	0
XLOC_003510	na|@chr4:38422282-38524801|	0	0.17888	0	0	0	0	0	0	0	0	0	0	0	0.27009	0	0	0	0	0	0	0	0
XLOC_003513	na|@chr4:38723385-38740755|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37946	0	0	0	0	0	0	0
XLOC_003512	na|@chr4:38565623-38572292|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_013083	na|@chr19:42656720-42661675|	0.051648	2.8031	0.14846	0.11748	0	0	0.07806	0	0.3325	1.1818	0.04996	0	0	3.4158	0.23212	0	0.68679	0	0	0	0	0.22792
XLOC_003508	na|@chr4:38281623-38289952|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4428	0	7.8109	0	0	0	0	0
XLOC_003509	na|@chr4:38368534-38387380|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_003501	na|@chr4:33517098-33522181|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78134	0	0	0	0	0	0	0
XLOC_003500	na|@chr4:33435131-33439499|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_003506	na|@chr4:37003463-37020620|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62709	0.26578	0	0	0.87238	0	0	0
XLOC_003505	na|@chr4:34859923-34862148|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36964	0	0	0	0	0	0	0
XLOC_003504	na|@chr4:34659227-34671054|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_003503	na|@chr4:33777968-34041515|	0	0.051134	0.10661	0	0	0	0	0	0	0	0	0	0	0	0.43	0	1.8924	0	0	0	0	0
XLOC_013057	na|@chr19:37168289-37178351|	0	0.27278	0.28647	0	0.12476	0.14125	0.32529	0	0.17532	0.69251	0.097579	0.11632	0	0	0.18551	0	0.69701	0	0	0	0	0.56629
XLOC_013056	na|@chr19:37025702-37026137|	0	0	0.45559	0	0	0	0	0	0	0	0	0	0	0	0.89585	0	0	0	0	0	0	0
XLOC_013054	na|@chr19:36795658-36822667|	0.76314	0.25181	2.0865	3.3532	3.9067	4.522	7.5232	0	0.62171	1.0174	3.3392	0.23514	0	0	6.5462	6.9104	17.033	3.6715	0	0	0	0
XLOC_013052	na|@chr19:36198271-36199158|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5209
XLOC_013051	na|@chr19:36077047-36078334|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61768	0	1.5385	0	0	0	0	0
XLOC_013060	na|@chr19:37264056-37329284|	1.5077	6.5305	6.142	3.8504	0.49317	0.69108	2.9169	0.40661	1.0484	3.2115	7.8223	3.2944	0.89021	0.65433	8.1465	9.0243	21.777	14.802	7.0694	3.2269	0	4.4777
XLOC_013064	na|@chr19:38037567-38042298|	0.13832	0.051296	0.28984	0	0.06171	0.3247	0.093947	0	0	0	0.22823	0.0098583	0.059566	0	0.73434	0.10671	2.7005	0.33468	0.20765	0.22238	0	0.11756
